Transport,route_name,route_link,Date,busname,bustype,departing_time,duration,bp_time,star_rating,price,seats_available
Kadamba Transport Corporation Limited (KTCL),Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,2024-07-23,Atmaram Gobus,VE A/C Sleeper (2+1),21:00,10h 30m,07:30,4.6,555,16
Kadamba Transport Corporation Limited (KTCL),Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,2024-07-23,Atmaram Gobus,VE A/C Sleeper (2+1),20:15,12h 30m,08:45,4.6,555,11
Kadamba Transport Corporation Limited (KTCL),Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,2024-07-23,Ashray Vip Yellows,A/C Sleeper (2+1),20:30,11h 30m,08:00,4.5,648,14
Kadamba Transport Corporation Limited (KTCL),Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,2024-07-23,AdIntrCity SmartBus,AC Sleeper (2+1),20:20,11h 20m,07:40,4.1,500,11
Kadamba Transport Corporation Limited (KTCL),Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,2024-07-23,Ashray Travels,Bharat Benz A/C Sleeper (2+1),20:15,13h 15m,09:30,4.5,554,24
Kadamba Transport Corporation Limited (KTCL),Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,2024-07-23,Ashray Travels,Non A/C Seater / Sleeper (2+1),20:35,11h 10m,07:45,4.4,399,27
Kadamba Transport Corporation Limited (KTCL),Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,2024-07-23,Atmaram Gobus,NON A/C Sleeper (2+1),20:45,10h 15m,07:00,4.3,500,19
Kadamba Transport Corporation Limited (KTCL),Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,2024-07-23,Laxmi-Princess Nova,Non A/C Seater / Sleeper (2+1),20:10,11h 05m,07:15,4.3,350,18
Kadamba Transport Corporation Limited (KTCL),Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,2024-07-23,Ashray Divine,NON A/C Sleeper (1+2),20:15,10h 30m,06:45,4.1,499,12
Kadamba Transport Corporation Limited (KTCL),Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,2024-07-23,Prasanna - Purple Bus,VE A/C Sleeper (2+1),20:30,13h 00m,09:30,4.2,920,16
Kadamba Transport Corporation Limited (KTCL),Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,2024-07-23,Atmaram Gobus,VE A/C Sleeper (2+1),21:15,11h 55m,09:10,4.8,555,25
Kadamba Transport Corporation Limited (KTCL),Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,2024-07-23,Atmaram Gobus,VE A/C Sleeper (2+1),20:17,10h 05m,06:22,4.7,555,13
Kadamba Transport Corporation Limited (KTCL),Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,2024-07-23,Ashray Travels,Bharat Benz A/C Sleeper (2+1),21:00,13h 00m,10:00,4.5,499,14
Kadamba Transport Corporation Limited (KTCL),Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,2024-07-23,Laxmi-Princess Nova,Non A/C Seater / Sleeper (2+1),20:30,10h 00m,06:30,4.5,350,12
Kadamba Transport Corporation Limited (KTCL),Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,2024-07-23,Atmaram Travels(M.Dev),A/C Sleeper (2+1),20:45,11h 00m,07:45,4.4,700,26
Kadamba Transport Corporation Limited (KTCL),Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,2024-07-23,Ashray Travels,Non A/C Seater / Sleeper (2+1),20:10,10h 20m,06:30,4.3,333,18
Kadamba Transport Corporation Limited (KTCL),Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,2024-07-23,Ashray Grand,Volvo Multi-Axle A/C Sleeper (2+1),20:30,13h 00m,09:30,4.1,740,18
Kadamba Transport Corporation Limited (KTCL),Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,2024-07-23,Laxmi Queen Prime,A/C Sleeper (2+1),20:00,10h 40m,06:30,4.1,599,16
Kadamba Transport Corporation Limited (KTCL),Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,2024-07-23,Amrutyog Travels,A/C Sleeper (2+1),20:10,10h 12m,06:22,4.1,333,11
Kadamba Transport Corporation Limited (KTCL),Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,2024-07-23,Prasanna - Purple Bus,VE A/C Sleeper (2+1),20:50,08h 10m,05:00,4.0,820,11
Kadamba Transport Corporation Limited (KTCL),Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,2024-07-23,Mascot Travels(M.Dev),A/C Sleeper (2+1),20:10,15h 50m,12:00,4.6,539,16
Kadamba Transport Corporation Limited (KTCL),Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,2024-07-23,Rajdhani Travels Corporation,VE A/C Sleeper (2+1),20:15,13h 20m,09:35,4.3,699,9
Kadamba Transport Corporation Limited (KTCL),Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,2024-07-23,Dolphin Travel House (38),Bharat Benz A/C Sleeper (2+1),20:30,12h 00m,08:30,4.3,722,7
Kadamba Transport Corporation Limited (KTCL),Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,2024-07-23,AdJolly Tours and Travels,VE A/C Sleeper (2+1),20:20,10h 45m,07:05,3.9,990,7
Kadamba Transport Corporation Limited (KTCL),Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,2024-07-23,Dolphin travel house,A/C Sleeper (2+1),20:14,14h 31m,10:45,3.5,722,16
Kadamba Transport Corporation Limited (KTCL),Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,2024-07-23,Shubham Vailankanni Travels,VE A/C Sleeper (2+1),20:30,15h 35m,12:05,3.4,740,21
Kadamba Transport Corporation Limited (KTCL),Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,2024-07-23,Mascot Travels(M.Dev),A/C Sleeper (2+1),20:15,14h 30m,10:45,3.9,585,15
Kadamba Transport Corporation Limited (KTCL),Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,2024-07-23,AdIntrCity SmartBus,AC Sleeper (2+1),20:10,13h 35m,09:45,3.9,599,8
Kadamba Transport Corporation Limited (KTCL),Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,2024-07-23,Global Travel Agency (GTA),A/C Sleeper (2+1),20:20,15h 15m,11:35,3.9,649,15
Kadamba Transport Corporation Limited (KTCL),Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,2024-07-23,Dolphin travel house,A/C Sleeper (2+1),20:45,15h 45m,12:30,3.4,770,21
Kadamba Transport Corporation Limited (KTCL),Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,2024-07-23,Atmaram Travels(M.Dev),A/C Sleeper (2+1),20:45,15h 05m,11:50,4.3,700,26
Kadamba Transport Corporation Limited (KTCL),Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,2024-07-23,Atmaram Travels(M.Dev),A/C Sleeper (2+1),20:32,14h 25m,10:57,4.0,606,20
Kadamba Transport Corporation Limited (KTCL),Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,2024-07-23,IntrCity SmartBus,AC Sleeper (2+1),20:30,14h 50m,11:20,4.3,599,10
Kadamba Transport Corporation Limited (KTCL),Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,2024-07-23,Atmaram Travels ( Dolphin ),A/C Sleeper (2+1),20:10,13h 45m,09:55,4.1,599,4
Kadamba Transport Corporation Limited (KTCL),Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,2024-07-23,Atmaram Travels (Unity),A/C Sleeper (2+1),20:40,13h 55m,10:35,4.1,599,7
Kadamba Transport Corporation Limited (KTCL),Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,2024-07-23,"National Travels,Goa",A/C Sleeper (2+1),20:10,14h 20m,10:30,4.2,1099,6
Kadamba Transport Corporation Limited (KTCL),Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,2024-07-23,"National Travels,Goa",NON A/C Sleeper (2+1),20:30,11h 00m,07:30,4.0,600,9
Kadamba Transport Corporation Limited (KTCL),Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,2024-07-23,VAILANKANNI TRAVELS,VE A/C Sleeper (2+1),20:10,13h 20m,09:30,3.7,600,19
Kadamba Transport Corporation Limited (KTCL),Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,2024-07-23,Atmaram Travels (Vishal),Non AC Seater (2+2),20:42,12h 38m,09:20,3.6,350,31
Kadamba Transport Corporation Limited (KTCL),Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,2024-07-23,PSR Travels (Vaibhav),A/C Sleeper (2+1),21:01,15h 29m,12:30,3.8,999,28
Kadamba Transport Corporation Limited (KTCL),Pandharpur to Goa,https://www.redbus.in/bus-tickets/pandharpur-to-goa,2024-07-23,Kadamba Transport Corporation Limited (KTCL) - 61005,Non AC Seater 2+2,21:15,12h 45m,10:00,3.3,735,31
Kadamba Transport Corporation Limited (KTCL),Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,2024-07-23,Intercity travels,Bharat Benz A/C Sleeper (2+1),20:10,14h 05m,10:15,4.6,1099,11
Kadamba Transport Corporation Limited (KTCL),Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,2024-07-23,Sugama Tourist,NON A/C Sleeper (2+1),20:30,11h 45m,08:15,4.4,950,14
Kadamba Transport Corporation Limited (KTCL),Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,2024-07-23,Sunrise Tours and Travels,A/C Sleeper (2+1),20:15,14h 00m,10:15,4.5,1499,1
Kadamba Transport Corporation Limited (KTCL),Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,2024-07-23,IntrCity SmartBus,AC Sleeper (2+1),20:30,13h 10m,09:40,4.2,768,6
Kadamba Transport Corporation Limited (KTCL),Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,2024-07-23,Sea Bird Tourist,NON A/C Sleeper (2+1),20:30,13h 30m,10:00,3.4,700,14
Kadamba Transport Corporation Limited (KTCL),Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,2024-07-23,Sugama Tourist,NON A/C Sleeper (2+1),20:30,11h 15m,07:45,3.5,900,14
Kadamba Transport Corporation Limited (KTCL),Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,2024-07-23,Sea Bird Tourist,A/C Sleeper (2+1),21:30,14h 30m,12:00,3.1,900,12
Kadamba Transport Corporation Limited (KTCL),Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,2024-07-23,Sugama Tourist,NON A/C Sleeper (2+1),20:30,12h 15m,08:45,3.9,950,14
Kadamba Transport Corporation Limited (KTCL),Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,2024-07-23,Anand Travels,NON A/C Sleeper (2+1),20:15,10h 45m,07:00,3.0,710,2
Kadamba Transport Corporation Limited (KTCL),Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,2024-07-23,Streamline tours and travels,A/C Sleeper (2+1),20:10,15h 05m,11:15,3.7,899,10
Kadamba Transport Corporation Limited (KTCL),Goa to Pandharpur,https://www.redbus.in/bus-tickets/goa-to-pandharpur,2024-07-23,Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,20:00,11h 00m,07:00,3.3,735,24
Kadamba Transport Corporation Limited (KTCL),Belagavi to Goa,https://www.redbus.in/bus-tickets/belagavi-to-goa,2024-07-23,S R Travels,NON A/C Sleeper (2+1),01:00,05h 00m,06:00,1.6,599,17
Kadamba Transport Corporation Limited (KTCL),Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,2024-07-24,Intercity travels,Bharat Benz A/C Sleeper (2+1),18:00,13h 15m,07:15,4.6,1299,17
Kadamba Transport Corporation Limited (KTCL),Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,2024-07-24,Sunrise Tours and Travels,A/C Sleeper (2+1),18:30,12h 40m,07:10,4.4,1699,1
Kadamba Transport Corporation Limited (KTCL),Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,2024-07-24,IntrCity SmartBus,AC Sleeper (2+1),19:00,13h 35m,08:35,4.2,980,23
Kadamba Transport Corporation Limited (KTCL),Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,2024-07-24,Streamline tours and travels,A/C Sleeper (2+1),18:00,12h 30m,06:30,4.0,1100,4
Kadamba Transport Corporation Limited (KTCL),Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,2024-07-24,Streamline tours and travels,A/C Sleeper (2+1),19:00,12h 30m,07:30,4.0,1170,18
Kadamba Transport Corporation Limited (KTCL),Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,2024-07-24,Sea Bird Tourist,A/C Sleeper (2+1),20:30,13h 00m,09:30,3.4,900,25
Kadamba Transport Corporation Limited (KTCL),Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,2024-07-24,Sea Bird Tourist,NON A/C Sleeper (2+1),17:30,14h 00m,07:30,3.3,700,28
Kadamba Transport Corporation Limited (KTCL),Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,2024-07-24,Sea Bird Tourist,NON A/C Sleeper (2+1),18:30,14h 00m,08:30,2.9,700,22
Kadamba Transport Corporation Limited (KTCL),Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,2024-07-24,SRS Travels,NON AC Seater / Sleeper 2+1,18:00,13h 30m,07:30,2.5,599,32
Kadamba Transport Corporation Limited (KTCL),Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,2024-07-24,SRS Travels,NON AC Seater / Sleeper 2+1,19:00,12h 30m,07:30,2.5,599,32
Kadamba Transport Corporation Limited (KTCL),Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,2024-07-24,Sea Bird Tourist,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),21:00,12h 00m,09:00,3.3,700,41
Kadamba Transport Corporation Limited (KTCL),Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,2024-07-24,Sea Bird Tourist,A/C Sleeper (2+1),17:00,14h 00m,07:00,1.9,900,25
Kadamba Transport Corporation Limited (KTCL),Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,2024-07-24,Sugama Tourist,NON A/C Sleeper (2+1),19:45,12h 00m,07:45,3.3,1000,25
Kadamba Transport Corporation Limited (KTCL),Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,2024-07-24,Anand Travels,NON A/C Sleeper (2+1),18:30,12h 15m,06:45,2.5,760,23
Kadamba Transport Corporation Limited (KTCL),Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,2024-07-24,Sea Bird Tourist,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),19:00,12h 30m,07:30,3.0,700,38
Kadamba Transport Corporation Limited (KTCL),Solapur to Goa,https://www.redbus.in/bus-tickets/solapur-to-goa,2024-07-24,Kadamba Transport Corporation Limited (KTCL) - 61005,Non AC Seater 2+2,20:00,14h 00m,10:00,3.0,850,34
Kadamba Transport Corporation Limited (KTCL),Solapur to Goa,https://www.redbus.in/bus-tickets/solapur-to-goa,2024-07-24,S R Travels,A/C Seater/Sleeper (2+1),18:45,12h 15m,07:00,2.9,800,31
Kadamba Transport Corporation Limited (KTCL),Solapur to Goa,https://www.redbus.in/bus-tickets/solapur-to-goa,2024-07-24,Humsafar Travels,A/C Sleeper (2+1),23:30,09h 30m,09:00,3.2,1350,29
Kadamba Transport Corporation Limited (KTCL),Solapur to Goa,https://www.redbus.in/bus-tickets/solapur-to-goa,2024-07-24,Humsafar Travels,A/C Sleeper (2+1),23:30,08h 00m,07:30,4.0,2050,28
Kadamba Transport Corporation Limited (KTCL),Solapur to Goa,https://www.redbus.in/bus-tickets/solapur-to-goa,2024-07-24,Humsafar Travels,A/C Sleeper (2+1),23:30,08h 30m,08:00,4.0,2050,28
Kadamba Transport Corporation Limited (KTCL),Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,2024-07-24,Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,07h 30m,02:30,3.6,420,28
Kadamba Transport Corporation Limited (KTCL),Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,2024-07-24,Neeta tours and travels,AC Sleeper (2+1),12:30,06h 30m,19:00,3.4,499,22
Kadamba Transport Corporation Limited (KTCL),Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,2024-07-24,Vaibhav Travels,A/C Sleeper (2+1),16:00,07h 00m,23:00,3.7,285,35
Kadamba Transport Corporation Limited (KTCL),Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,2024-07-24,Atmaram Travels ( Dolphin ),A/C Sleeper (2+1),16:30,06h 30m,23:00,3.3,660,28
Kadamba Transport Corporation Limited (KTCL),Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,2024-07-24,IntrCity SmartBus,AC Sleeper (2+1),16:30,06h 00m,22:30,4.1,550,29
Kadamba Transport Corporation Limited (KTCL),Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,2024-07-24,Atmaram Travels ( Dolphin ),A/C Sleeper (2+1),17:30,06h 10m,23:40,3.3,660,25
Kadamba Transport Corporation Limited (KTCL),Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,2024-07-24,Zingbus Plus,Bharat Benz A/C Sleeper (2+1),18:10,06h 05m,00:15,4.3,630,22
Kadamba Transport Corporation Limited (KTCL),Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,2024-07-24,IntrCity SmartBus,AC Sleeper (2+1),18:30,06h 15m,00:45,4.5,599,25
Kadamba Transport Corporation Limited (KTCL),Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,2024-07-24,Atmaram Travels Goa,A/C Sleeper (2+1),19:00,06h 45m,01:45,4.1,599,25
Kadamba Transport Corporation Limited (KTCL),Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,2024-07-24,Amrutyog Travels,A/C Sleeper (2+1),19:00,07h 30m,02:30,4.5,555,32
Kadamba Transport Corporation Limited (KTCL),Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,2024-07-24,IntrCity SmartBus,AC Sleeper (2+1),19:30,05h 40m,01:10,4.9,599,20
Kadamba Transport Corporation Limited (KTCL),Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,2024-07-24,Zingbus Plus,VE A/C Sleeper (2+1),19:40,06h 05m,01:45,4.7,540,25
Kadamba Transport Corporation Limited (KTCL),Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,2024-07-24,Laxmi Empress Stellar,NON A/C Sleeper (2+1),19:45,06h 00m,01:45,3.9,699,25
Kadamba Transport Corporation Limited (KTCL),Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,2024-07-24,IntrCity SmartBus,AC Sleeper (2+1),20:00,05h 40m,01:40,4.6,599,27
Kadamba Transport Corporation Limited (KTCL),Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,2024-07-24,Vaibhav Travels,A/C Sleeper (2+1),20:00,10h 12m,06:12,3.5,570,35
Kadamba Transport Corporation Limited (KTCL),Goa to Solapur,https://www.redbus.in/bus-tickets/goa-to-solapur,2024-07-24,Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,13h 30m,08:30,2.8,850,28
Kadamba Transport Corporation Limited (KTCL),Goa to Solapur,https://www.redbus.in/bus-tickets/goa-to-solapur,2024-07-24,Humsafar Travels,A/C Sleeper (2+1),19:00,09h 30m,04:30,3.7,1450,33
Kadamba Transport Corporation Limited (KTCL),Goa to Solapur,https://www.redbus.in/bus-tickets/goa-to-solapur,2024-07-24,IntrCity SmartBus,AC Sleeper (2+1),16:30,11h 30m,04:00,4.6,989,26
Kadamba Transport Corporation Limited (KTCL),Goa to Solapur,https://www.redbus.in/bus-tickets/goa-to-solapur,2024-07-24,IntrCity SmartBus,AC Sleeper (2+1),17:30,11h 15m,04:45,3.0,989,27
Kadamba Transport Corporation Limited (KTCL),Goa to Solapur,https://www.redbus.in/bus-tickets/goa-to-solapur,2024-07-24,IntrCity SmartBus,AC Sleeper (2+1),15:30,11h 30m,03:00,4.2,989,28
Kadamba Transport Corporation Limited (KTCL),Goa to Solapur,https://www.redbus.in/bus-tickets/goa-to-solapur,2024-07-24,S R Travels,A/C Seater/Sleeper (2+1),20:30,11h 00m,07:30,2.4,800,39
Kadamba Transport Corporation Limited (KTCL),Goa to Solapur,https://www.redbus.in/bus-tickets/goa-to-solapur,2024-07-24,Sharma Travels,AC Sleeper (2+1),15:00,11h 00m,02:00,3.8,1619,24
Kadamba Transport Corporation Limited (KTCL),Goa to Sangola (Solapur),https://www.redbus.in/bus-tickets/goa-to-sangola,2024-07-24,Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,11h 05m,06:05,3.3,675,31
Kadamba Transport Corporation Limited (KTCL),Goa to Sangola (Solapur),https://www.redbus.in/bus-tickets/goa-to-sangola,2024-07-24,Humsafar Travels,A/C Sleeper (2+1),19:00,07h 00m,02:00,3.1,1450,33
Kadamba Transport Corporation Limited (KTCL),Sangola (Solapur) to Goa,https://www.redbus.in/bus-tickets/sangola-to-goa,2024-07-24,Kadamba Transport Corporation Limited (KTCL) - 61005,Non AC Seater 2+2,21:45,12h 15m,10:00,2.7,675,36
Kadamba Transport Corporation Limited (KTCL),Sangola (Solapur) to Goa,https://www.redbus.in/bus-tickets/sangola-to-goa,2024-07-24,Humsafar Travels,A/C Sleeper (2+1),01:00,06h 30m,07:30,4.0,2050,27
Kadamba Transport Corporation Limited (KTCL),Sangola (Solapur) to Goa,https://www.redbus.in/bus-tickets/sangola-to-goa,2024-07-24,Humsafar Travels,A/C Sleeper (2+1),01:00,08h 00m,09:00,4.0,1350,27
Kadamba Transport Corporation Limited (KTCL),Sangola (Solapur) to Goa,https://www.redbus.in/bus-tickets/sangola-to-goa,2024-07-24,Humsafar Travels,A/C Sleeper (2+1),01:00,07h 15m,08:15,4.0,2050,27
Kadamba Transport Corporation Limited (KTCL),Calangute (goa) to Goa Airport,https://www.redbus.in/bus-tickets/calangute-goa-to-goa-airport,2024-07-24,Kadamba Transport Corporation Limited (KTCL) - 99716,AC Seater (2+2),10:00,01h 45m,11:45,3.2,200,40
Kadamba Transport Corporation Limited (KTCL),Calangute (goa) to Goa Airport,https://www.redbus.in/bus-tickets/calangute-goa-to-goa-airport,2024-07-24,Kadamba Transport Corporation Limited (KTCL) - 78627,Volvo AC Seater 2+2,13:30,01h 45m,15:15,3.6,200,38
Kadamba Transport Corporation Limited (KTCL),Calangute (goa) to Goa Airport,https://www.redbus.in/bus-tickets/calangute-goa-to-goa-airport,2024-07-24,Kadamba Transport Corporation Limited (KTCL) - 99718,AC Seater (2+2),15:30,01h 45m,17:15,4.2,200,41
Kadamba Transport Corporation Limited (KTCL),Calangute (goa) to Goa Airport,https://www.redbus.in/bus-tickets/calangute-goa-to-goa-airport,2024-07-24,Kadamba Transport Corporation Limited (KTCL) - 99719,AC Seater (2+2),18:30,01h 30m,20:00,4.8,200,42
Kadamba Transport Corporation Limited (KTCL),Goa to Sangli,https://www.redbus.in/bus-tickets/goa-to-sangli,2024-07-24,Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,09h 00m,04:00,3.3,490,31
Kadamba Transport Corporation Limited (KTCL),Goa to Sangli,https://www.redbus.in/bus-tickets/goa-to-sangli,2024-07-24,Vaibhav Travels,A/C Sleeper (2+1),20:00,09h 40m,05:40,3.5,570,35
Kadamba Transport Corporation Limited (KTCL),Goa to Sangli,https://www.redbus.in/bus-tickets/goa-to-sangli,2024-07-24,Humsafar Travels,A/C Sleeper (2+1),19:00,07h 35m,02:35,4.0,1450,33
Kadamba Transport Corporation Limited (KTCL),Calangute (goa) to Mopa Airport,https://www.redbus.in/bus-tickets/calangute-goa-to-mopa-airport,2024-07-24,Kadamba Transport Corporation Limited (KTCL) - 159017,A/C Seater (2+3),06:00,01h 15m,07:15,4.1,200,46
Kadamba Transport Corporation Limited (KTCL),Calangute (goa) to Mopa Airport,https://www.redbus.in/bus-tickets/calangute-goa-to-mopa-airport,2024-07-24,Kadamba Transport Corporation Limited (KTCL) - 159018,A/C Seater (2+3),07:00,01h 15m,08:15,2.2,200,45
Kadamba Transport Corporation Limited (KTCL),Calangute (goa) to Mopa Airport,https://www.redbus.in/bus-tickets/calangute-goa-to-mopa-airport,2024-07-24,Kadamba Transport Corporation Limited (KTCL) - 159019,A/C Seater (2+3),10:00,01h 15m,11:15,3.6,200,47
Kadamba Transport Corporation Limited (KTCL),Calangute (goa) to Mopa Airport,https://www.redbus.in/bus-tickets/calangute-goa-to-mopa-airport,2024-07-24,Kadamba Transport Corporation Limited (KTCL) - 159065,A/C Seater (2+3),11:45,01h 15m,13:00,3.1,200,47
Kadamba Transport Corporation Limited (KTCL),Mopa Airport to Calangute (goa),https://www.redbus.in/bus-tickets/mopa-airport-to-calangute-goa,2024-07-24,Kadamba Transport Corporation Limited (KTCL) - 159022,A/C Seater (2+3),08:00,01h 10m,09:10,3.5,200,42
Kadamba Transport Corporation Limited (KTCL),Mopa Airport to Calangute (goa),https://www.redbus.in/bus-tickets/mopa-airport-to-calangute-goa,2024-07-24,Kadamba Transport Corporation Limited (KTCL) - 159023,A/C Seater (2+3),10:15,01h 10m,11:25,4.7,200,38
Kadamba Transport Corporation Limited (KTCL),Mopa Airport to Calangute (goa),https://www.redbus.in/bus-tickets/mopa-airport-to-calangute-goa,2024-07-24,Kadamba Transport Corporation Limited (KTCL) - 158988,A/C Seater (2+3),11:30,01h 25m,12:55,5.0,200,47
Kadamba Transport Corporation Limited (KTCL),Mopa Airport to Calangute (goa),https://www.redbus.in/bus-tickets/mopa-airport-to-calangute-goa,2024-07-24,Kadamba Transport Corporation Limited (KTCL) - 159021,A/C Seater (2+3),12:00,01h 10m,13:10,4.3,200,48
Kadamba Transport Corporation Limited (KTCL),Mopa Airport to Calangute (goa),https://www.redbus.in/bus-tickets/mopa-airport-to-calangute-goa,2024-07-24,Kadamba Transport Corporation Limited (KTCL) - 160438,A/C Seater (2+3),13:30,01h 10m,14:40,4.4,200,47
Kadamba Transport Corporation Limited (KTCL),Mopa Airport to Calangute (goa),https://www.redbus.in/bus-tickets/mopa-airport-to-calangute-goa,2024-07-24,Kadamba Transport Corporation Limited (KTCL) - 160437,A/C Seater (2+3),17:30,01h 10m,18:40,4.3,200,47
