Transport,route_name,route_link,Date,busname,bustype,departing_time,duration,bp_time,star_rating,price,seats_available
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-24,APSRTC - 3791,Super Luxury (Non AC Seater 2+2 Push Back),22:15,06h 00m,04:15,3.7,344,29
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-24,APSRTC - 3705,Super Luxury (Non AC Seater 2+2 Push Back),22:40,05h 20m,04:00,3.3,344,34
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-24,Siri Tours and Travels,A/C Seater / Sleeper (2+1),18:30,06h 00m,00:30,3.5,555,34
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-24,Sri Krishna Travels,Non A/C Seater / Sleeper (2+1),19:30,04h 00m,23:30,3.8,800,30
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-24,Shyamoli Paribahan Pvt Ltd,A/C Seater/Sleeper (2+1),20:00,05h 00m,01:00,4.3,599,35
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-24,DMR Travels,A/C Sleeper (2+1),20:40,05h 20m,02:00,3.6,900,28
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-24,Gupta Travels Galaxy,A/C Seater / Sleeper (2+2),21:00,06h 15m,03:15,3.8,665,45
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-24,Sri Krishna Travels(VGN),NON A/C Hi-Tech (2+2),21:10,06h 20m,03:30,3.3,400,21
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-24,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),21:15,05h 45m,03:00,4.7,410,32
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-24,Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),21:20,06h 10m,03:30,4.4,400,32
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-24,Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),21:20,06h 30m,03:50,4.3,450,30
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-24,Bharathi Tours & Travels,A/C Sleeper (2+1),21:20,06h 10m,03:30,4.3,750,30
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-24,DMR Travels,Non A/C Seater / Sleeper (2+1),21:35,05h 25m,03:00,3.6,560,37
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-24,Sri Rama Travels,A/C Seater / Sleeper (2+1),21:40,05h 50m,03:30,3.5,666,31
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-24,Sri Rama Travels,A/C Seater / Sleeper (2+1),21:40,05h 50m,03:30,3.5,720,21
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-24,Sri Krishna Travels(VGN),Non A/C Seater / Sleeper (2+1),21:45,06h 05m,03:50,3.3,500,28
TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,2024-07-24,Sri KVR Travels,A/C Sleeper (2+1),21:45,06h 15m,04:00,3.8,600,29
TSRTC,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,2024-07-24,TSRTC - 1290,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",03:20,07h 00m,10:20,4.0,442,25
TSRTC,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,2024-07-24,TSRTC - 9641,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",03:30,07h 10m,10:40,3.7,442,31
TSRTC,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,2024-07-24,TSRTC - 1393,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",03:30,06h 00m,09:30,4.7,442,19
TSRTC,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,2024-07-24,TSRTC - 1225,Rajdhani (AC Semi Sleeper 2+2),04:00,06h 00m,10:00,4.6,524,31
TSRTC,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,2024-07-24,TSRTC - 1270,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:40,07h 00m,11:40,4.6,442,31
TSRTC,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,2024-07-24,Naveen Tours and Travels,A/C Seater / Sleeper (2+1),22:00,08h 00m,06:00,1.0,690,45
TSRTC,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,2024-07-24,TSRTC - 7359,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",00:10,03h 05m,03:15,4.3,283,26
TSRTC,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,2024-07-24,TSRTC - 7377,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",00:30,03h 15m,03:45,3.9,283,22
TSRTC,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,2024-07-24,TSRTC - 7055,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",00:40,03h 00m,03:40,4.7,283,31
TSRTC,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,2024-07-24,TSRTC - 7001,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",01:10,03h 00m,04:10,3.9,283,31
TSRTC,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,2024-07-24,TSRTC - 7475,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",01:40,03h 00m,04:40,3.9,283,27
TSRTC,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,2024-07-24,Orange Tours And Travels,Scania AC Multi Axle Sleeper (2+1),18:15,03h 25m,21:40,4.1,450,31
TSRTC,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,2024-07-24,Orange Tours And Travels,A/C Sleeper (2+1),18:00,03h 10m,21:10,2.6,450,34
TSRTC,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,2024-07-24,IRA Travels,A/C Sleeper (2+1),18:35,03h 10m,21:45,3.9,909,25
TSRTC,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,2024-07-24,TSRTC - 8917,Lahari Non A/C Sleeper Cum Seater,01:15,05h 40m,06:55,2.7,376,36
TSRTC,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,2024-07-24,TSRTC - 8106,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",02:30,05h 40m,08:10,3.7,376,30
TSRTC,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,2024-07-24,TSRTC - 8127,RAJDHANI (A.C. Semi Sleeper),04:30,05h 30m,10:00,3.4,456,30
TSRTC,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,2024-07-24,TSRTC - 8003,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:00,05h 40m,10:40,3.5,376,31
TSRTC,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,2024-07-24,TSRTC - 8176,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:15,06h 10m,10:25,4.2,429,31
TSRTC,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,2024-07-24,TSRTC - 8013,RAJDHANI (A.C. Semi Sleeper),05:00,06h 10m,11:10,3.8,520,34
TSRTC,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,2024-07-24,TSRTC - 8189,Lahari Non A/C Sleeper Cum Seater,05:30,06h 10m,11:40,3.8,429,43
TSRTC,Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,2024-07-24,TSRTC - 7930,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:00,07h 30m,13:30,3.6,504,31
TSRTC,Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,2024-07-24,TSRTC - 1137,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),06:15,06h 45m,13:00,3.9,611,31
TSRTC,Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,2024-07-24,TSRTC - 7932,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:30,07h 30m,15:00,3.2,504,29
TSRTC,Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,2024-07-24,TSRTC - 7926,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:30,07h 30m,16:00,3.5,504,27
TSRTC,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,2024-07-24,TSRTC - 9444,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",00:10,03h 15m,03:25,3.5,283,33
TSRTC,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,2024-07-24,TSRTC - 7299,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",01:30,03h 00m,04:30,4.4,283,31
TSRTC,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,2024-07-24,TSRTC - 7659,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",02:30,03h 00m,05:30,3.9,283,31
TSRTC,Hyderabad to Karimnagar,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,2024-07-24,TSRTC - 7350,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",03:30,03h 15m,06:45,3.1,283,30
TSRTC,Kothagudem to Hyderabad,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,2024-07-24,TSRTC - 8879,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",00:15,06h 05m,06:20,4.2,451,25
TSRTC,Kothagudem to Hyderabad,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,2024-07-24,TSRTC - 1321,Lahari A/C sleeper,04:00,05h 20m,09:20,3.1,548,27
TSRTC,Kothagudem to Hyderabad,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,2024-07-24,TSRTC - 64187,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:00,06h 30m,10:30,3.8,451,30
TSRTC,Kothagudem to Hyderabad,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,2024-07-24,TSRTC - 34335,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:30,06h 20m,10:50,4.4,451,24
TSRTC,Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,2024-07-24,TSRTC - 7194,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",00:05,05h 15m,05:20,4.0,392,14
TSRTC,Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,2024-07-24,TSRTC - 7104,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:00,04h 45m,08:45,3.8,392,25
TSRTC,Godavarikhani to Hyderabad,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,2024-07-24,TSRTC - 7186,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:00,04h 30m,09:30,4.3,392,15
TSRTC,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,2024-07-24,TSRTC - 8705,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",03:45,07h 30m,11:15,4.3,517,31
TSRTC,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,2024-07-24,TSRTC - 1318,Lahari A/C sleeper,04:40,08h 00m,12:40,4.2,627,42
TSRTC,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,2024-07-24,TSRTC - 8703,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:00,07h 30m,12:30,4.4,517,29
TSRTC,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,2024-07-24,TSRTC - 1951,Lahari A/C sleeper,05:35,07h 55m,13:30,3.7,627,40
TSRTC,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,2024-07-24,TSRTC - 8865,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",01:30,06h 20m,07:50,4.7,451,31
TSRTC,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,2024-07-24,TSRTC - 8905,Deluxe (Non AC Seater 2+2),03:00,06h 20m,09:20,3.8,396,35
TSRTC,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,2024-07-24,TSRTC - 8705,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",03:45,06h 30m,10:15,4.4,451,31
TSRTC,Hyderabad to Kothagudem,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,2024-07-24,TSRTC - 6915,Deluxe (Non AC Seater 2+2),04:00,06h 20m,10:20,3.8,396,35
TSRTC,Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,2024-07-24,TSRTC - 7475,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",00:30,04h 10m,04:40,3.7,365,10
TSRTC,Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,2024-07-24,TSRTC - 7306,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:15,04h 15m,08:30,3.9,365,27
TSRTC,Jagityal to Hyderabad,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,2024-07-24,TSRTC - 7343,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:00,04h 45m,09:45,3.6,365,25
TSRTC,Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,2024-07-24,TSRTC - 6006,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",00:05,04h 15m,04:20,2.6,312,27
TSRTC,Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,2024-07-24,TSRTC - 6004,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",01:15,04h 20m,05:35,3.1,312,31
TSRTC,Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,2024-07-24,TSRTC - 8127,RAJDHANI (A.C. Semi Sleeper),04:30,04h 55m,09:25,4.7,377,32
TSRTC,Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,2024-07-24,TSRTC - 6021,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:00,04h 30m,09:30,4.6,312,30
TSRTC,Hyderabad to Godavarikhani,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,2024-07-24,TSRTC - 9444,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",00:10,04h 15m,04:25,3.3,392,31
TSRTC,Hyderabad to Godavarikhani,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,2024-07-24,TSRTC - 7291,LAHARI A/C SLEEPER CUM SEATER,03:35,04h 35m,08:10,1.8,476,32
TSRTC,Hyderabad to Godavarikhani,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,2024-07-24,TSRTC - 7226,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:30,05h 30m,11:00,4.4,392,25
TSRTC,Hyderabad to Warangal,https://www.redbus.in/bus-tickets/hyderabad-to-warangal,2024-07-24,TSRTC - 8262,RAJDHANI (A.C. Semi Sleeper),03:00,02h 45m,05:45,3.9,297,21
TSRTC,Hyderabad to Warangal,https://www.redbus.in/bus-tickets/hyderabad-to-warangal,2024-07-24,TSRTC - 8380,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:30,04h 00m,08:30,4.5,245,27
TSRTC,Hyderabad to Warangal,https://www.redbus.in/bus-tickets/hyderabad-to-warangal,2024-07-24,TSRTC - 8268,RAJDHANI (A.C. Semi Sleeper),05:00,03h 45m,08:45,3.9,297,27
South Bengal State Transport Corporation (SBSTC),Burdwan to Kolkata,https://www.redbus.in/bus-tickets/burdwan-to-kolkata,2024-07-24,SBSTC-BURDWAN - KOLKATA - 05:45 (BWN DEPOT) - 2,Non AC Seater (2+3),05:45,02h 00m,07:45,4.2,95,39
South Bengal State Transport Corporation (SBSTC),Burdwan to Kolkata,https://www.redbus.in/bus-tickets/burdwan-to-kolkata,2024-07-24,SBSTC-BURDWAN - KARUNAMOYEE - 05:50 (BWN DEPOT) - 44,Non AC Seater (2+3),05:50,02h 30m,08:20,4.2,100,1
South Bengal State Transport Corporation (SBSTC),Burdwan to Kolkata,https://www.redbus.in/bus-tickets/burdwan-to-kolkata,2024-07-24,SBSTC-BURDWAN - KOLKATA - 06:15 (BWN DEPOT) - 4,Non AC Seater (2+3),06:15,02h 00m,08:15,3.8,95,20
South Bengal State Transport Corporation (SBSTC),Burdwan to Kolkata,https://www.redbus.in/bus-tickets/burdwan-to-kolkata,2024-07-24,SBSTC-BURDWAN - KARUNAMOYEE - 07:10 (BWN DEPOT) - 692,,07:10,02h 30m,09:40,4.2,100,4
South Bengal State Transport Corporation (SBSTC),Kolkata to Burdwan,https://www.redbus.in/bus-tickets/kolkata-to-burdwan,2024-07-24,SBSTC-GARIA - RAMPURHAT - VIA - FUTISANKO - 05:20 - 2817,Non AC Seater (2+3),05:20,18h 40m,00:00,3.9,110,51
South Bengal State Transport Corporation (SBSTC),Kolkata to Burdwan,https://www.redbus.in/bus-tickets/kolkata-to-burdwan,2024-07-24,SBSTC-KOLKATA - ASANSOL - L/S - 06:00 (HOWRAH DEPOT) - 264,Non AC Seater (2+3),06:00,02h 00m,08:00,2.6,95,50
South Bengal State Transport Corporation (SBSTC),Kolkata to Burdwan,https://www.redbus.in/bus-tickets/kolkata-to-burdwan,2024-07-24,SBSTC-KARUNAMOYEE - BURDWAN - 06:30 (BWN DEPOT) - 104,Non AC Seater (2+3),06:30,02h 00m,08:30,4.2,100,39
South Bengal State Transport Corporation (SBSTC),Kolkata to Burdwan,https://www.redbus.in/bus-tickets/kolkata-to-burdwan,2024-07-24,SBSTC-KARUNAMOYEE - BURDWAN - 07:15 (BWN DEPOT) - 105,,07:15,02h 00m,09:15,4.2,100,39
South Bengal State Transport Corporation (SBSTC),Kolkata to Haldia,https://www.redbus.in/bus-tickets/kolkata-to-haldia,2024-07-24,SBSTC-KOLKATA - HALDIA - 06:30 (BEL DEPOT) - 557,Non AC Seater (2+3),06:30,03h 00m,09:30,4.1,110,46
South Bengal State Transport Corporation (SBSTC),Kolkata to Haldia,https://www.redbus.in/bus-tickets/kolkata-to-haldia,2024-07-24,SBSTC-KOLKATA - HALDIA - NON STOP - 07:15 (Haldia Depot) - 606,Non AC Seater (2+3),07:15,03h 00m,10:15,4.3,135,48
South Bengal State Transport Corporation (SBSTC),Kolkata to Haldia,https://www.redbus.in/bus-tickets/kolkata-to-haldia,2024-07-24,SBSTC-BARRACKPORE - HALDIA - VIA - BELGHARIA - 06:40 - 902,Non AC Seater (2+3),07:15,03h 00m,10:15,4.1,112,40
South Bengal State Transport Corporation (SBSTC),Haldia to Kolkata,https://www.redbus.in/bus-tickets/haldia-to-kolkata,2024-07-24,SBSTC-HALDIA - CHITTARANJAN - VIA - KOLKATA - 05:00 - 278,Non AC Seater (2+3),05:00,03h 45m,08:45,4.0,110,38
South Bengal State Transport Corporation (SBSTC),Haldia to Kolkata,https://www.redbus.in/bus-tickets/haldia-to-kolkata,2024-07-24,SBSTC-HALDIA - KOLKATA - ALL STOP - 05:30 (HALDIA DEPOT) - 626,Non AC Seater (2+3),05:30,03h 00m,08:30,3.9,110,42
South Bengal State Transport Corporation (SBSTC),Haldia to Kolkata,https://www.redbus.in/bus-tickets/haldia-to-kolkata,2024-07-24,SBSTC-HALDIA - KOLKATA - 06:20 (Haldia Depot) - 1028,Non AC Seater (2+3),06:20,03h 00m,09:20,3.9,110,49
South Bengal State Transport Corporation (SBSTC),Haldia to Kolkata,https://www.redbus.in/bus-tickets/haldia-to-kolkata,2024-07-24,SBSTC-HALDIA - KOLKATA - 06:40 (Haldia Depot) - 697,,06:40,03h 00m,09:40,,110,0
South Bengal State Transport Corporation (SBSTC),Kolkata to Arambagh (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-arambagh-west-bengal,2024-07-24,SBSTC-KOLKATA - BISHNUPUR - VIA - ARAMBAG - 06:25 (ARM D - 3610,Non AC Seater (2+3),06:25,02h 30m,08:55,3.9,76,52
South Bengal State Transport Corporation (SBSTC),Kolkata to Arambagh (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-arambagh-west-bengal,2024-07-24,SBSTC-KOLKATA - ARAMBAG - NON STOP - 07:30 - 574,Non AC Seater (2+3),07:30,02h 30m,10:00,4.2,95,46
South Bengal State Transport Corporation (SBSTC),Kolkata to Arambagh (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-arambagh-west-bengal,2024-07-24,SBSTC-KOLKATA - ARAMBAG - NON STOP - 08:30 - 575,Non AC Seater (2+3),08:30,02h 30m,11:00,4.3,95,44
South Bengal State Transport Corporation (SBSTC),Kolkata to Bankura,https://www.redbus.in/bus-tickets/kolkata-to-bankura,2024-07-24,SBSTC-KARUNAMOYEE - BANKURA - VIA - DURGAPUR - 05:40 - 301,Non AC Seater (2+3),05:40,05h 30m,11:10,3.6,185,40
South Bengal State Transport Corporation (SBSTC),Kolkata to Bankura,https://www.redbus.in/bus-tickets/kolkata-to-bankura,2024-07-24,SBSTC-KARUNAMOYEE - BANKURA - VIA - DURGAPUR - 06:40 - 305,Non AC Seater (2+3),06:40,05h 30m,12:10,3.5,185,40
South Bengal State Transport Corporation (SBSTC),Kolkata to Bankura,https://www.redbus.in/bus-tickets/kolkata-to-bankura,2024-07-24,SBSTC-KARUNAMOYEE - BANKURA - VIA - DURGAPUR - 07:20 - 742,Non AC Seater (2+3),07:20,05h 30m,12:50,3.5,185,47
South Bengal State Transport Corporation (SBSTC),Kolkata to Siliguri,https://www.redbus.in/bus-tickets/kolkata-to-siliguri,2024-07-24,NORTH BENGAL STATE TRANSPORT CORPORATION,Non AC Seater (2+3),15:00,13h 20m,04:20,3.5,450,47
South Bengal State Transport Corporation (SBSTC),Kolkata to Siliguri,https://www.redbus.in/bus-tickets/kolkata-to-siliguri,2024-07-24,NBSTC-KOL-COB-R1-17:00,Non AC Seater 2+2,17:00,12h 00m,05:00,3.7,486,27
South Bengal State Transport Corporation (SBSTC),Kolkata to Siliguri,https://www.redbus.in/bus-tickets/kolkata-to-siliguri,2024-07-24,NBSTC-KOL-SLG-R1-18:00,NON A/C Seater Push Back (2+2),18:00,12h 00m,06:00,4.1,486,28
South Bengal State Transport Corporation (SBSTC),Kolkata to Siliguri,https://www.redbus.in/bus-tickets/kolkata-to-siliguri,2024-07-24,SBSTC-KOLKATA - SILIGURI - VIA - MALDA - 20:00 (BEL DEPO - 3805,Express (Non AC Seater 2+2),20:00,13h 00m,09:00,4.3,500,30
South Bengal State Transport Corporation (SBSTC),Kolkata to Nimtouri,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,2024-07-24,SBSTC-GARIA - DIGHA - 04:00 (DIGHA DEPOT) - 911,Non AC Seater (2+3),04:00,20h 00m,00:00,4.0,90,46
South Bengal State Transport Corporation (SBSTC),Kolkata to Nimtouri,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,2024-07-24,SBSTC-GARIA - DIGHA - 04:30 (DIGHA DEPOT) - 1216,Non AC Seater (2+3),04:30,19h 30m,00:00,4.0,90,46
South Bengal State Transport Corporation (SBSTC),Kolkata to Nimtouri,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,2024-07-24,SBSTC-GARIA - DIGHA - 05:00 (DIGHA DEPOT) - 910,Non AC Seater (2+3),05:00,19h 00m,00:00,4.5,90,29
South Bengal State Transport Corporation (SBSTC),Kolkata to Nimtouri,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,2024-07-24,SBSTC-BELGHARIA - DIGHA - 05:15 (BEL DEPOT) - 1362,Non AC Seater (2+3),05:15,18h 45m,00:00,4.0,81,40
South Bengal State Transport Corporation (SBSTC),Kolkata to Nimtouri,https://www.redbus.in/bus-tickets/kolkata-to-nimtouri,2024-07-24,SBSTC-GARIA - DIGHA - 05:30 (FALTA DEPOT) - 2996,Non AC Seater (2+3),05:30,18h 30m,00:00,4.0,90,52
South Bengal State Transport Corporation (SBSTC),Siliguri to Kolkata,https://www.redbus.in/bus-tickets/siliguri-to-kolkata,2024-07-24,NBSTC-COB-KOL-R1-13:30,Non AC Seater 2+2,17:15,13h 15m,06:30,3.5,486,21
South Bengal State Transport Corporation (SBSTC),Siliguri to Kolkata,https://www.redbus.in/bus-tickets/siliguri-to-kolkata,2024-07-24,NBSTC-SLG-KOL-R1-18:30,NON A/C Seater Push Back (2+2),18:30,12h 00m,06:30,3.9,486,26
South Bengal State Transport Corporation (SBSTC),Siliguri to Kolkata,https://www.redbus.in/bus-tickets/siliguri-to-kolkata,2024-07-24,SBSTC-SILIGURI - KOLKATA - VIA - MALDA - EXPRESS - 19:30 - 3806,Express (Non AC Seater 2+2),19:30,13h 00m,08:30,4.1,500,24
South Bengal State Transport Corporation (SBSTC),Siliguri to Kolkata,https://www.redbus.in/bus-tickets/siliguri-to-kolkata,2024-07-24,EASY RIDE,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:45,12h 40m,07:25,4.7,1500,24
South Bengal State Transport Corporation (SBSTC),Digha to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/digha-to-durgapur,2024-07-24,SBSTC-DIGHA - ASANSOL - 05:50 (ASN DEPOT) - 1486,Non AC Seater (2+3),05:50,08h 30m,14:20,2.7,238,48
South Bengal State Transport Corporation (SBSTC),Digha to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/digha-to-durgapur,2024-07-24,SBSTC-DIGHA - DURGAPUR - VIA - BISHNUPUR - 08:35 - 1338,Non AC Seater (2+3),08:35,08h 30m,17:05,2.0,238,40
South Bengal State Transport Corporation (SBSTC),Digha to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/digha-to-durgapur,2024-07-24,SBSTC-DIGHA - DURGAPUR - VIA - BISHNUPUR - 2/2 - 20:30 - 3808,Non AC Seater (2+2),20:30,08h 10m,04:40,4.1,233,28
South Bengal State Transport Corporation (SBSTC),Digha to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/digha-to-durgapur,2024-07-24,SBSTC-DIGHA - ASANSOL - VIA - MEDINIPUR-DURGAPUR - 21:30 - 1553,Non AC Seater (2+3),21:30,08h 30m,06:00,3.1,238,50
